Anime,Genre
Natsume's Book of Friends Season 4,Drama
Natsume's Book of Friends Season 4,Shoujo
Natsume's Book of Friends Season 4,Slice of Life
Natsume's Book of Friends Season 4,Bodyguards
Natsume's Book of Friends Season 4,Cats
Natsume's Book of Friends Season 4,Countryside
Natsume's Book of Friends Season 4,Episodic
Natsume's Book of Friends Season 4,Iyashikei
Natsume's Book of Friends Season 4,Japanese Mythology
Natsume's Book of Friends Season 4,Orphans
Natsume's Book of Friends Season 4,Supernatural
Natsume's Book of Friends Season 4,Youkai
Natsume's Book of Friends Season 4,Based on a Manga
Assassination Classroom 2nd Season,Action
Assassination Classroom 2nd Season,Comedy
Assassination Classroom 2nd Season,Sci Fi
Assassination Classroom 2nd Season,Shounen
Assassination Classroom 2nd Season,Assassins
Assassination Classroom 2nd Season,Non-Human Protagonists
Assassination Classroom 2nd Season,Overpowered Main Characters
Assassination Classroom 2nd Season,Parody
Assassination Classroom 2nd Season,School Life
Assassination Classroom 2nd Season,Teaching
Assassination Classroom 2nd Season,Based on a Manga
Natsume's Book of Friends Season 5,Drama
Natsume's Book of Friends Season 5,Shoujo
Natsume's Book of Friends Season 5,Slice of Life
Natsume's Book of Friends Season 5,Bodyguards
Natsume's Book of Friends Season 5,Cats
Natsume's Book of Friends Season 5,Countryside
Natsume's Book of Friends Season 5,Episodic
Natsume's Book of Friends Season 5,Iyashikei
Natsume's Book of Friends Season 5,Japanese Mythology
Natsume's Book of Friends Season 5,Orphans
Natsume's Book of Friends Season 5,Supernatural
Natsume's Book of Friends Season 5,Youkai
Natsume's Book of Friends Season 5,Based on a Manga
My Hero Academia 3,Action
My Hero Academia 3,Comedy
My Hero Academia 3,Drama
My Hero Academia 3,Sci Fi
My Hero Academia 3,Shounen
My Hero Academia 3,Superheroes
My Hero Academia 3,Superpowers
My Hero Academia 3,Based on a Manga
My Hero Academia 3,Violence
Violet Evergarden,Drama
Violet Evergarden,Lifestyle Change
Violet Evergarden,Melancholy
Violet Evergarden,War
Violet Evergarden,Based on a Light Novel
Violet Evergarden,Violence
That Time I Got Reincarnated as a Slime,Action
That Time I Got Reincarnated as a Slime,Adventure
That Time I Got Reincarnated as a Slime,Comedy
That Time I Got Reincarnated as a Slime,Fantasy
That Time I Got Reincarnated as a Slime,Shounen
That Time I Got Reincarnated as a Slime,Cheats
That Time I Got Reincarnated as a Slime,Demons
That Time I Got Reincarnated as a Slime,Isekai
That Time I Got Reincarnated as a Slime,Kingdom Building
That Time I Got Reincarnated as a Slime,Magic
That Time I Got Reincarnated as a Slime,Management
That Time I Got Reincarnated as a Slime,Modern Knowledge
That Time I Got Reincarnated as a Slime,Monsters
That Time I Got Reincarnated as a Slime,Non-Human Protagonists
That Time I Got Reincarnated as a Slime,Overpowered Main Characters
That Time I Got Reincarnated as a Slime,Person in a Strange World
That Time I Got Reincarnated as a Slime,Political
That Time I Got Reincarnated as a Slime,Reincarnation
That Time I Got Reincarnated as a Slime,RPG
That Time I Got Reincarnated as a Slime,Slimes
That Time I Got Reincarnated as a Slime,Based on a Manga
That Time I Got Reincarnated as a Slime,Violence
My Hero Academia 2,Action
My Hero Academia 2,Comedy
My Hero Academia 2,Drama
My Hero Academia 2,Sci Fi
My Hero Academia 2,Shounen
My Hero Academia 2,School Life
My Hero Academia 2,Superheroes
My Hero Academia 2,Superpowers
My Hero Academia 2,Tournaments
My Hero Academia 2,Weak to Strong
My Hero Academia 2,Based on a Manga
My Hero Academia 2,Emotional Abuse
My Hero Academia 2,
My Hero Academia 2,Mature Themes
My Hero Academia 2,
My Hero Academia 2,Physical Abuse
My Hero Academia 2,
My Hero Academia 2,Violence
My Hero Academia 2,
My Hero Academia 2,Domestic Abuse
Wolf Children,Fantasy
Wolf Children,Slice of Life
Wolf Children,Animal Characteristics
Wolf Children,Animal Transformation
Wolf Children,Childcare
Wolf Children,Coming of Age
Wolf Children,Contemporary Fantasy
Wolf Children,Countryside
Wolf Children,Death of a Loved One
Wolf Children,Family Life
Wolf Children,Lifestyle Change
Wolf Children,Single Parent
Wolf Children,Werewolves
Wolf Children,Original Work
Wolf Children,Nudity
SK8 the Infinity,Comedy
SK8 the Infinity,Sports
SK8 the Infinity,Racing
SK8 the Infinity,Original Work
SK8 the Infinity,Emotional Abuse
SK8 the Infinity,
SK8 the Infinity,Mature Themes
SK8 the Infinity,
SK8 the Infinity,Physical Abuse
SK8 the Infinity,
SK8 the Infinity,Domestic Abuse
Hajime no Ippo: The Fighting!,Action
Hajime no Ippo: The Fighting!,Drama
Hajime no Ippo: The Fighting!,Shounen
Hajime no Ippo: The Fighting!,Sports
Hajime no Ippo: The Fighting!,Boxing
Hajime no Ippo: The Fighting!,Hand to Hand Combat
Hajime no Ippo: The Fighting!,Weak to Strong
Hajime no Ippo: The Fighting!,Based on a Manga
Code Geass: Lelouch of the Rebellion,Mecha
Code Geass: Lelouch of the Rebellion,Sci Fi
Code Geass: Lelouch of the Rebellion,Conspiracy
Code Geass: Lelouch of the Rebellion,Mind Games
Code Geass: Lelouch of the Rebellion,Overpowered Main Characters
Code Geass: Lelouch of the Rebellion,Political
Code Geass: Lelouch of the Rebellion,Psychological
Code Geass: Lelouch of the Rebellion,Real Robot
Code Geass: Lelouch of the Rebellion,Rebellions
Code Geass: Lelouch of the Rebellion,Revenge
Code Geass: Lelouch of the Rebellion,Rivalries
Code Geass: Lelouch of the Rebellion,Royalty
Code Geass: Lelouch of the Rebellion,Secret Identity
Code Geass: Lelouch of the Rebellion,Superpowers
Code Geass: Lelouch of the Rebellion,Terrorism
Code Geass: Lelouch of the Rebellion,Original Work
Code Geass: Lelouch of the Rebellion,Nudity
Code Geass: Lelouch of the Rebellion,
Code Geass: Lelouch of the Rebellion,Violence
JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt,Action
JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt,Adventure
JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt,Comedy
JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt,Shounen
JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt,Monster-of-the-week
JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt,Proxy Battles
JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt,Supernatural
JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt,Based on a Manga
JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt,Animal Abuse
JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt,
JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt,Explicit Violence
JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt,
JoJo’s Bizarre Adventure: Stardust Crusaders - Battle in Egypt,Mature Themes
Yona of the Dawn: Zeno Arc,Action
Yona of the Dawn: Zeno Arc,Adventure
Yona of the Dawn: Zeno Arc,Drama
Yona of the Dawn: Zeno Arc,Fantasy
Yona of the Dawn: Zeno Arc,Romance
Yona of the Dawn: Zeno Arc,Shoujo
Yona of the Dawn: Zeno Arc,Death of a Loved One
Yona of the Dawn: Zeno Arc,Orphans
Yona of the Dawn: Zeno Arc,Political
Yona of the Dawn: Zeno Arc,Royalty
Yona of the Dawn: Zeno Arc,Based on a Manga
Yona of the Dawn: Zeno Arc,Violence
JoJo's Bizarre Adventure: Diamond is Unbreakable,Action
JoJo's Bizarre Adventure: Diamond is Unbreakable,Mystery
JoJo's Bizarre Adventure: Diamond is Unbreakable,Shounen
JoJo's Bizarre Adventure: Diamond is Unbreakable,Proxy Battles
JoJo's Bizarre Adventure: Diamond is Unbreakable,Supernatural
JoJo's Bizarre Adventure: Diamond is Unbreakable,Based on a Manga
JoJo's Bizarre Adventure: Diamond is Unbreakable,Animal Abuse
JoJo's Bizarre Adventure: Diamond is Unbreakable,
JoJo's Bizarre Adventure: Diamond is Unbreakable,Mature Themes
JoJo's Bizarre Adventure: Diamond is Unbreakable,
JoJo's Bizarre Adventure: Diamond is Unbreakable,Violence
Kamisama Kiss: Kako-hen,Comedy
Kamisama Kiss: Kako-hen,Romance
Kamisama Kiss: Kako-hen,Shoujo
Kamisama Kiss: Kako-hen,Animal Characteristics
Kamisama Kiss: Kako-hen,Interspecies Relationship
Kamisama Kiss: Kako-hen,Japanese Mythology
Kamisama Kiss: Kako-hen,Master-Servant Relationship
Kamisama Kiss: Kako-hen,Non-Human Protagonists
Kamisama Kiss: Kako-hen,Based on a Manga
Hajime no Ippo: New Challenger,Action
Hajime no Ippo: New Challenger,Drama
Hajime no Ippo: New Challenger,Shounen
Hajime no Ippo: New Challenger,Sports
Hajime no Ippo: New Challenger,Boxing
Hajime no Ippo: New Challenger,Hand to Hand Combat
Hajime no Ippo: New Challenger,Tournaments
Hajime no Ippo: New Challenger,Based on a Manga
Mushishi Zoku Shou 2nd Season,Fantasy
Mushishi Zoku Shou 2nd Season,Seinen
Mushishi Zoku Shou 2nd Season,Episodic
Mushishi Zoku Shou 2nd Season,Iyashikei
Mushishi Zoku Shou 2nd Season,Supernatural
Mushishi Zoku Shou 2nd Season,Based on a Manga
Attack on Titan,Action
Attack on Titan,Fantasy
Attack on Titan,Horror
Attack on Titan,Shounen
Attack on Titan,Dark Fantasy
Attack on Titan,Death of a Loved One
Attack on Titan,Isolated Society
Attack on Titan,Military
Attack on Titan,Outside World
Attack on Titan,Overpowered Main Characters
Attack on Titan,Post-apocalyptic
Attack on Titan,Revenge
Attack on Titan,Based on a Manga
Attack on Titan,Cannibalism
Attack on Titan,
Attack on Titan,Explicit Violence
Attack on Titan,
Attack on Titan,Mature Themes
Attack on Titan,
Attack on Titan,Suicide
Haikyuu!! Tokushuu! Harukou Volley ni Kaketa Seishun,Shounen
Haikyuu!! Tokushuu! Harukou Volley ni Kaketa Seishun,Sports
Haikyuu!! Tokushuu! Harukou Volley ni Kaketa Seishun,Recap
Haikyuu!! Tokushuu! Harukou Volley ni Kaketa Seishun,Volleyball
Haikyuu!! Tokushuu! Harukou Volley ni Kaketa Seishun,Based on a Manga
Kaguya-sama: Love Is War?,Comedy
Kaguya-sama: Love Is War?,Drama
Kaguya-sama: Love Is War?,Romance
Kaguya-sama: Love Is War?,Seinen
Kaguya-sama: Love Is War?,Episodic
Kaguya-sama: Love Is War?,Love Confession
Kaguya-sama: Love Is War?,Mind Games
Kaguya-sama: Love Is War?,School Life
Kaguya-sama: Love Is War?,Student Council
Kaguya-sama: Love Is War?,Based on a Manga
Gintama: Porori-hen,Action
Gintama: Porori-hen,Comedy
Gintama: Porori-hen,Drama
Gintama: Porori-hen,Sci Fi
Gintama: Porori-hen,Shounen
Gintama: Porori-hen,Aliens
Gintama: Porori-hen,Crude
Gintama: Porori-hen,Feudal Japan
Gintama: Porori-hen,Gag
Gintama: Porori-hen,Samurai
Gintama: Porori-hen,Slapstick
Gintama: Porori-hen,Swordplay
Gintama: Porori-hen,Based on a Manga
March Comes in like a Lion 2nd Season,Drama
March Comes in like a Lion 2nd Season,Seinen
March Comes in like a Lion 2nd Season,Slice of Life
March Comes in like a Lion 2nd Season,Board Games
March Comes in like a Lion 2nd Season,Melancholy
March Comes in like a Lion 2nd Season,Orphans
March Comes in like a Lion 2nd Season,Psychological
March Comes in like a Lion 2nd Season,Based on a Manga
March Comes in like a Lion 2nd Season,Bullying
March Comes in like a Lion 2nd Season,
March Comes in like a Lion 2nd Season,Emotional Abuse
Natsume's Book of Friends Season 3,Drama
Natsume's Book of Friends Season 3,Shoujo
Natsume's Book of Friends Season 3,Slice of Life
Natsume's Book of Friends Season 3,Bodyguards
Natsume's Book of Friends Season 3,Cats
Natsume's Book of Friends Season 3,Countryside
Natsume's Book of Friends Season 3,Episodic
Natsume's Book of Friends Season 3,Iyashikei
Natsume's Book of Friends Season 3,Japanese Mythology
Natsume's Book of Friends Season 3,Orphans
Natsume's Book of Friends Season 3,Supernatural
Natsume's Book of Friends Season 3,Youkai
Natsume's Book of Friends Season 3,Based on a Manga
Attack on Titan 2nd Season,Action
Attack on Titan 2nd Season,Fantasy
Attack on Titan 2nd Season,Horror
Attack on Titan 2nd Season,Shounen
Attack on Titan 2nd Season,Dark Fantasy
Attack on Titan 2nd Season,Isolated Society
Attack on Titan 2nd Season,Military
Attack on Titan 2nd Season,Outside World
Attack on Titan 2nd Season,Overpowered Main Characters
Attack on Titan 2nd Season,Post-apocalyptic
Attack on Titan 2nd Season,Based on a Manga
Attack on Titan 2nd Season,Cannibalism
Attack on Titan 2nd Season,
Attack on Titan 2nd Season,Explicit Violence
I Want to Eat Your Pancreas,Drama
I Want to Eat Your Pancreas,Romance
I Want to Eat Your Pancreas,Seinen
I Want to Eat Your Pancreas,Coming of Age
I Want to Eat Your Pancreas,Illness
I Want to Eat Your Pancreas,Opposites Attract
I Want to Eat Your Pancreas,School Life
I Want to Eat Your Pancreas,Based on a Novel
Rascal Does Not Dream of a Dreaming Girl,Drama
Rascal Does Not Dream of a Dreaming Girl,Romance
Rascal Does Not Dream of a Dreaming Girl,Illness
Rascal Does Not Dream of a Dreaming Girl,Senpai-Kouhai Relationship
Rascal Does Not Dream of a Dreaming Girl,Supernatural
Rascal Does Not Dream of a Dreaming Girl,Time Travel
Rascal Does Not Dream of a Dreaming Girl,Based on a Light Novel
Given Movie,BL
Given Movie,Drama
Given Movie,Romance
Given Movie,Shounen-ai
Given Movie,Adult Couples
Given Movie,Codependency
Given Movie,Love Triangle
Given Movie,Mature Romance
Given Movie,Music
Given Movie,Based on a Manga
Given Movie,Emotional Abuse
Given Movie,
Given Movie,Mature Themes
Given Movie,
Given Movie,Physical Abuse
Given Movie,
Given Movie,Sexual Abuse
Given Movie,
Given Movie,Sexual Content
Mushishi Zoku Shou,Fantasy
Mushishi Zoku Shou,Seinen
Mushishi Zoku Shou,Episodic
Mushishi Zoku Shou,Iyashikei
Mushishi Zoku Shou,Supernatural
Mushishi Zoku Shou,Based on a Manga
Princess Mononoke,Action
Princess Mononoke,Adventure
Princess Mononoke,Fantasy
Princess Mononoke,Curse
Princess Mononoke,Environmental
Princess Mononoke,Feudal Japan
Princess Mononoke,Forest
Princess Mononoke,Japanese Mythology
Princess Mononoke,Royalty
Princess Mononoke,Original Work
Kuroko's Basketball 3,Shounen
Kuroko's Basketball 3,Sports
Kuroko's Basketball 3,Basketball
Kuroko's Basketball 3,School Club
Kuroko's Basketball 3,Tournaments
Kuroko's Basketball 3,Based on a Manga
BTS: We are Bulletproof - the Eternal,Chibi
BTS: We are Bulletproof - the Eternal,Korean Animation
Haikyuu!! Movie 4: Battle of Concepts,Shounen
Haikyuu!! Movie 4: Battle of Concepts,Sports
Haikyuu!! Movie 4: Battle of Concepts,Recap
Haikyuu!! Movie 4: Battle of Concepts,School Club
Haikyuu!! Movie 4: Battle of Concepts,Tournaments
Haikyuu!! Movie 4: Battle of Concepts,Volleyball
Haikyuu!! Movie 4: Battle of Concepts,Based on a Manga
Dr. Stone,Adventure
Dr. Stone,Comedy
Dr. Stone,Sci Fi
Dr. Stone,Shounen
Dr. Stone,Person in a Strange World
Dr. Stone,Post-apocalyptic
Dr. Stone,Prehistoric
Dr. Stone,Survival
Dr. Stone,Based on a Manga
Attack on Titan: No Regrets,Action
Attack on Titan: No Regrets,Fantasy
Attack on Titan: No Regrets,Shoujo
Attack on Titan: No Regrets,Dark Fantasy
Attack on Titan: No Regrets,Isolated Society
Attack on Titan: No Regrets,Military
Attack on Titan: No Regrets,Outside World
Attack on Titan: No Regrets,Post-apocalyptic
Attack on Titan: No Regrets,Based on a Manga
Attack on Titan: No Regrets,Cannibalism
Attack on Titan: No Regrets,
Attack on Titan: No Regrets,Explicit Violence
Horimiya,Comedy
Horimiya,Romance
Horimiya,Shounen
Horimiya,Romantic Comedy
Horimiya,School Life
Horimiya,Based on a Manga
Cowboy Bebop,Action
Cowboy Bebop,Adventure
Cowboy Bebop,Drama
Cowboy Bebop,Sci Fi
Cowboy Bebop,Bounty Hunters
Cowboy Bebop,Episodic
Cowboy Bebop,Noir
Cowboy Bebop,Outer Space
Cowboy Bebop,Western
Cowboy Bebop,Original Work
Cowboy Bebop,Drug Use
Cowboy Bebop,
Cowboy Bebop,Mature Themes
Cowboy Bebop,
Cowboy Bebop,Nudity
Cowboy Bebop,
Cowboy Bebop,Violence
Hotarubi no Mori e,Drama
Hotarubi no Mori e,Romance
Hotarubi no Mori e,Shoujo
Hotarubi no Mori e,Coming of Age
Hotarubi no Mori e,Forest
Hotarubi no Mori e,Japanese Mythology
Hotarubi no Mori e,Loneliness
Hotarubi no Mori e,Melancholy
Hotarubi no Mori e,Supernatural
Hotarubi no Mori e,Youkai
Hotarubi no Mori e,Based on a Manga
The Disastrous Life of Saiki K. 2nd Season,Comedy
The Disastrous Life of Saiki K. 2nd Season,Shounen
The Disastrous Life of Saiki K. 2nd Season,Slice of Life
The Disastrous Life of Saiki K. 2nd Season,Breaking the Fourth Wall
The Disastrous Life of Saiki K. 2nd Season,Gag
The Disastrous Life of Saiki K. 2nd Season,Psychic Powers
The Disastrous Life of Saiki K. 2nd Season,School Life
The Disastrous Life of Saiki K. 2nd Season,Supernatural
The Disastrous Life of Saiki K. 2nd Season,Superpowers
The Disastrous Life of Saiki K. 2nd Season,Based on a Manga
Monogatari Series: Second Season,Action
Monogatari Series: Second Season,Comedy
Monogatari Series: Second Season,Drama
Monogatari Series: Second Season,Ecchi
Monogatari Series: Second Season,Mystery
Monogatari Series: Second Season,Romance
Monogatari Series: Second Season,Supernatural
Monogatari Series: Second Season,Tsundere
Monogatari Series: Second Season,Based on a Light Novel
Monogatari Series: Second Season,Explicit Violence
Castlevania Season 4,Action
Castlevania Season 4,Adventure
Castlevania Season 4,Drama
Castlevania Season 4,Horror
Castlevania Season 4,15th Century
Castlevania Season 4,Europe
Castlevania Season 4,Historical
Castlevania Season 4,Magic
Castlevania Season 4,Medieval
Castlevania Season 4,Supernatural
Castlevania Season 4,Vampires
Castlevania Season 4,Based on a Video Game
Castlevania Season 4,Animal Abuse
Castlevania Season 4,
Castlevania Season 4,Explicit Violence
Castlevania Season 4,
Castlevania Season 4,Mature Themes
Castlevania Season 4,
Castlevania Season 4,Suicide
Doukyuusei,BL
Doukyuusei,Drama
Doukyuusei,Romance
Doukyuusei,Shounen-ai
Doukyuusei,All-Boys School
Doukyuusei,LGBT Themes
Doukyuusei,Opposites Attract
Doukyuusei,School Life
Doukyuusei,Based on a Manga
ERASED,Drama
ERASED,Mystery
ERASED,Seinen
ERASED,Age Transformation
ERASED,Crime
ERASED,Death of a Loved One
ERASED,Dysfunctional Families
ERASED,Melancholy
ERASED,noitaminA
ERASED,Serial Killers
ERASED,Supernatural
ERASED,Thriller
ERASED,Time Travel
ERASED,Based on a Manga
ERASED,Animal Abuse
ERASED,
ERASED,Mature Themes
ERASED,
ERASED,Physical Abuse
ERASED,
ERASED,Domestic Abuse
The Rising of the Shield Hero,Action
The Rising of the Shield Hero,Adventure
The Rising of the Shield Hero,Drama
The Rising of the Shield Hero,Fantasy
The Rising of the Shield Hero,Seinen
The Rising of the Shield Hero,Animal Characteristics
The Rising of the Shield Hero,Betrayal
The Rising of the Shield Hero,Dark Fantasy
The Rising of the Shield Hero,Demons
The Rising of the Shield Hero,Framed for a Crime
The Rising of the Shield Hero,Isekai
The Rising of the Shield Hero,Monsters
The Rising of the Shield Hero,Person in a Strange World
The Rising of the Shield Hero,RPG
The Rising of the Shield Hero,Summoned Into Another World
The Rising of the Shield Hero,Based on a Light Novel
The Rising of the Shield Hero,Violence
To Your Eternity,Adventure
To Your Eternity,Drama
To Your Eternity,Fantasy
To Your Eternity,Shounen
To Your Eternity,Animal Transformation
To Your Eternity,Melancholy
To Your Eternity,Non-Human Protagonists
To Your Eternity,Supernatural
To Your Eternity,Survival
To Your Eternity,Based on a Manga
To Your Eternity,Violence
